Open,High,Low,Adj Close,Volume,class
725.5,732.849976,716.5,664.381897,6760819,DOWN
727.900024,734.799988,721.099976,662.556335,5763026,DOWN
726,751.299988,726,684.142578,13825233,UP
751.349976,762.5,744.5,690.988159,6276585,UP
757,762.5,749.200012,689.938416,3945391,DOWN
747,759.950012,747,688.980164,4694366,DOWN
755.549988,766.950012,754.349976,696.692688,5880482,UP
763.049988,769.450012,761,697.331726,3961797,UP
760,772.25,754.900024,694.502197,5915169,DOWN
766.900024,768.75,759,696.236328,5500216,UP
760.349976,760.349976,741,684.96405,7310690,DOWN
751,753,737.25,675.471619,4610535,DOWN
742.299988,746.5,732.599976,677.20575,5586389,UP
742.349976,747.650024,736,676.384399,5346825,DOWN
739.099976,740.549988,721.299988,661.096008,9401334,DOWN
727,743,726.049988,676.06488,5210675,UP
738,738,727.099976,669.447632,7202786,DOWN
732.5,738.200012,728,670.816589,3750833,UP
735.549988,758,735.549988,689.025757,6547552,UP
748.599976,752.599976,740.150024,677.707825,8319610,DOWN
745,746.400024,732.75,671.090454,5936354,DOWN
738.700012,742.400024,732.299988,670.223267,8559921,DOWN
735.5,743.400024,735.5,677.160156,3998826,UP
740.5,742.5,730.25,668.580322,4826505,DOWN
736.099976,736.099976,727,668.580322,6076668,DOWN
734,734.5,720.549988,659.863708,5951551,DOWN
722.950012,722.950012,710.650024,650.188721,7193994,DOWN
713.299988,718.5,709.400024,649.184692,9932198,DOWN
709,714.950012,705.599976,645.259949,11997387,DOWN
710,718.599976,706.299988,646.629028,11348867,UP
714,714.900024,706.200012,646.53772,6415187,DOWN
712,723.75,709.599976,655.847656,14638664,UP
721.549988,723.700012,705.349976,648.226318,8065544,DOWN
712.799988,726.5,707.400024,659.224915,8917337,UP
727.25,742.299988,727.150024,674.467468,13471173,UP
745,746.349976,732.299988,678.255432,8883260,UP
742.400024,742.400024,730.549988,671.090454,7644966,DOWN
735.25,735.25,719.099976,664.244934,9406261,DOWN
730,732.299988,727.150024,666.02478,7387487,UP
730,745,730,673.41803,9277241,UP
742,760,742,689.208252,6584982,UP
759,765.799988,754.599976,693.133057,7283600,UP
756,758.5,746.799988,687.565369,6897127,DOWN
751.400024,753.799988,745.099976,682.636597,7688525,DOWN
750.900024,760.950012,748,693.041748,6276040,UP
763.049988,770,755.400024,700.298157,4919911,UP
770,773,758.200012,694.228333,6730692,DOWN
764,766.700012,751.299988,687.017761,7031088,DOWN
751.75,751.75,740.049988,677.890381,8200995,DOWN
743.099976,751.549988,740.599976,682.499634,7043212,UP
724.700012,731.349976,712.599976,664.016724,31574803,DOWN
727.900024,727.900024,714.099976,660.913391,12524411,DOWN
722.5,722.5,712.75,654.478577,13801105,DOWN
717.049988,725.75,715,658.129578,6455426,UP
723.900024,730,718.400024,664.655579,5516668,UP
728.200012,737.900024,724,672.18573,8285120,UP
736.450012,737.650024,727.049988,664.975098,8005235,DOWN
731,739.799988,729,673.600525,6895168,UP
738,753.799988,738,685.7854,9920046,UP
747,748.400024,729.5,667.028809,6351352,DOWN
722.900024,731,718.200012,660.45697,6348116,DOWN
715,721.799988,710.650024,655.710876,8858265,DOWN
720.400024,727.900024,718.700012,661.324158,5747536,UP
721,726,716.5,656.577759,6247642,DOWN
719.150024,730.299988,715.799988,658.129578,7396525,UP
720.799988,726,715,654.296082,8352335,DOWN
716.549988,726.450012,712.099976,656.897339,6808993,UP
716.5,717.75,703.599976,651.5578,10513001,DOWN
714.900024,725.200012,712.599976,653.611511,6668929,UP
720,737,719.099976,669.127991,6468556,UP
733.150024,735.799988,720.099976,660.730896,8155948,DOWN
719.700012,726.400024,706,659.361694,11213708,DOWN
722.650024,722.650024,707.700012,647.404846,8645535,DOWN
710,718.25,707,647.815674,5795713,UP
715,716.700012,697.450012,639.874756,7233736,DOWN
703.799988,711.75,700.450012,647.313599,7016424,UP
707.400024,713.799988,705.5,646.309631,10247544,DOWN
712,733.450012,709.799988,664.564453,23860490,UP
725.5,733.650024,723.650024,664.290527,10293077,DOWN
727,737.25,722.549988,669.538818,15089296,UP
736.5,742.950012,733.200012,673.372253,8290306,UP
729.799988,750.900024,729,679.670288,7744761,UP
737.25,739.450012,733.150024,671.136047,11733702,DOWN
736.5,744.650024,733.650024,671.409851,7563925,UP
735.849976,743.950012,735.849976,674.604492,3218358,UP
740.099976,754.099976,740.099976,687.747864,4435148,UP
755,759,750.5,689.025757,5733127,UP
756.950012,756.950012,745,688.021729,8738342,DOWN
740,747.200012,740,687.420105,4808577,DOWN
743.849976,745.5,738.25,685.383667,5556353,DOWN
743,744.5,737.799988,685.476257,3085588,UP
740.200012,752.450012,740.200012,694.362366,6202838,UP
752.5,755.400024,748.599976,695.982178,4596253,UP
737.799988,756.900024,735.900024,698.759094,7148684,UP
755,755,747.150024,694.40863,13200318,DOWN
751.900024,751.900024,742.650024,690.058105,4758178,DOWN
744,750.900024,737.299988,692.464783,3677911,UP
743,751.450012,738,684.226624,5447130,DOWN
742,744.700012,728.150024,676.219971,11122346,DOWN
735.5,739.5,728.5,677.562012,5919494,UP
735,737.5,729.849976,676.914124,3224968,DOWN
734,741.650024,730.099976,684.967102,4837606,UP
741,743.200012,730,676.914124,5958379,DOWN
729,736.400024,728.599976,679.228271,3274064,UP
735,736.400024,713.5,664.603149,4926289,DOWN
716.450012,724.950012,712.299988,664.233032,7177092,DOWN
718,719.849976,709.049988,662.289185,5022638,DOWN
709,722.700012,706.5,663.908997,7573816,UP
719.450012,723.5,709.599976,667.843018,6252688,UP
722.5,730.599976,719.599976,672.702515,7874441,UP
763,781.650024,754.200012,721.390686,31064152,UP
777,787.799988,776,726.481628,9924322,UP
783.900024,795,776.75,735.090027,6754348,UP
789.049988,798.5,786.200012,733.747925,6534471,DOWN
788.700012,794.5,781.25,726.990784,6812754,DOWN
785.950012,792,782.049988,726.065247,7107151,DOWN
787,804,785.549988,731.294922,10782564,UP
788,793.75,783.599976,727.823914,5745146,DOWN
788.25,800.200012,787.650024,735.414001,9773568,UP
792.299988,795,782.200012,728.471741,4941763,DOWN
789.5,796.950012,786.200012,732.59082,6244316,UP
791.900024,797.799988,788.549988,733.747925,8673253,UP
790.849976,799.799988,781.599976,734.627258,7350584,UP
786.450012,788.400024,764.400024,711.671631,10066407,DOWN
765.049988,779.900024,762.25,717.919617,10838336,UP
772.599976,785.900024,768.650024,718.937805,9976238,UP
778.799988,783.700012,769.799988,716.855164,9331718,DOWN
778.900024,783.450012,772.349976,718.382385,5130457,UP
782.700012,792.75,781.25,730.091736,8009009,UP
792,796.75,784.799988,731.109863,4362520,UP
784.150024,786,760.150024,707.876526,7517099,DOWN
775.099976,778.25,768,717.179077,5940968,UP
780,780.049988,762.5,716.947693,5128088,DOWN
775.599976,783,773.349976,719.8172,3881451,UP
785.200012,798,783.849976,733.794189,8435344,UP
793,803.75,793,739.995972,5926896,UP
799.900024,801.299988,792.349976,736.524841,5222488,DOWN
796.450012,809.950012,795.799988,742.541382,6895015,UP
795.900024,806.799988,786.900024,742.865356,5412074,UP
791,794.950012,781.099976,726.296631,16061642,DOWN
787.400024,805,786.299988,742.819153,5881134,UP
795.5,809.700012,795.5,746.938171,7830413,UP
810,817.349976,802,754.296936,8174186,UP
815,822.400024,812.049988,753.69519,5647088,DOWN
810.75,822.450012,810.25,760.220886,6199015,UP
830.099976,837.5,826.650024,772.022827,7926895,UP
843.299988,847,835.049988,777.669189,6106841,UP
836.799988,840.299988,827.549988,767.440918,4377870,DOWN
822.299988,828.549988,814.150024,759.110168,7981036,DOWN
816.400024,819.849976,810.849976,755.685425,4400017,DOWN
818.099976,831.049988,817.5,767.625916,4832021,UP
832.049988,837.950012,820.549988,766.14502,4846496,DOWN
831.5,835,820.549988,769.430969,5540901,UP
829.900024,832.950012,824,768.13501,3199389,DOWN
824.849976,827,815.200012,759.665527,6601607,DOWN
822.900024,835,802,745.133179,22462366,DOWN
806.900024,806.900024,741.900024,707.506165,17279260,DOWN
765,798.650024,765,734.997559,13717998,UP
787.700012,801,781.650024,733.70166,9313576,DOWN
787.75,797,778.099976,724.352783,18442824,DOWN
787.049988,794.25,780.099976,724.028809,5087642,DOWN
785.099976,808,784.150024,745.734802,8178091,UP
807,807.549988,791.549988,734.534729,5881438,DOWN
792.549988,797.849976,784.150024,727.176025,5497672,DOWN
790,797.599976,787.049988,734.4422,8201713,UP
794.849976,802,786.099976,730.832092,3679845,DOWN
795.450012,795.900024,778.799988,725.370972,6335025,DOWN
785.400024,794.700012,776.599976,724.815552,10402917,DOWN
781.5,823.799988,776.599976,754.204346,20636344,UP
786.75,797,780,727.638733,15150858,DOWN
773.099976,775.950012,765,711.162537,13762133,DOWN
765.25,775.950012,761.549988,714.078186,10767032,UP
767,770.549988,765.099976,712.273315,9860495,DOWN
763.799988,773.799988,760,710.745972,10037200,DOWN
691.099976,691.099976,638.349976,601.961731,90152532,DOWN
630,656.650024,615.099976,616.216248,60516887,UP
650,653.200012,632,601.772217,25666433,DOWN
647,652.5,636,603.76123,16549337,UP
651.099976,652.5,645.549988,614.558716,2945281,UP
651,653.75,647,616.263672,16709764,UP
660.400024,671.400024,656.200012,625.687805,22879467,UP
668.400024,695.450012,666.099976,649.366516,27405901,UP
690,694,682.599976,651.544983,9713519,UP
681.799988,732.5,678.150024,671.529907,29381982,UP
708.75,708.75,691.5,659.311646,12897805,DOWN
695.799988,721.5,692,674.655518,21372589,UP
717,724.349976,712.099976,682.043213,13733737,UP
